FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput, 
path_is_devfd,bash-3.2\lib\sh\eaccess.c,16,4,5,2,4,2,3,
sh_stataccess,bash-3.2\lib\sh\eaccess.c,24,15,8,2,7,8,4,
group_member,bash-3.2\general.c,7,2,2,1,1,6,1,
ydhms_tm_diff,bash-3.2\lib\sh\mktime.c,19,1,1,0,0,12,1,
__mktime_internal,bash-3.2\lib\sh\mktime.c,74,340,17,4,9,11,9,
my_localtime_r,bash-3.2\lib\sh\mktime.c,11,2,2,1,1,2,3,
mktime,bash-3.2\lib\sh\mktime.c,6,1,1,0,0,2,2,
internal_malloc,bash-3.2\lib\malloc\malloc.c,45,151,12,2,6,18,12,
internal_realloc,bash-3.2\lib\malloc\malloc.c,55,162,13,2,4,14,8,
internal_free,bash-3.2\lib\malloc\malloc.c,62,577,14,2,5,18,7,
internal_memalign,bash-3.2\lib\malloc\malloc.c,21,3,3,1,2,7,5,
internal_calloc,bash-3.2\lib\malloc\malloc.c,14,2,2,1,0,7,3,
internal_cfree,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,6,1,
internal_valloc,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,6,2,
botch,bash-3.2\lib\malloc\malloc.c,10,1,1,0,0,2,3,
xbotch,bash-3.2\lib\malloc\malloc.c,13,1,2,0,0,7,3,
bcoalesce,bash-3.2\lib\malloc\malloc.c,40,11,6,1,3,5,6,
bsplit,bash-3.2\lib\malloc\malloc.c,45,24,10,3,6,6,5,
xsplit,bash-3.2\lib\malloc\malloc.c,30,8,5,2,3,6,6,
block_signals,bash-3.2\lib\malloc\malloc.c,5,1,1,0,0,1,0,
unblock_signals,bash-3.2\lib\malloc\malloc.c,5,1,1,0,0,1,0,
lesscore,bash-3.2\lib\malloc\malloc.c,9,1,1,0,0,3,2,
morecore,bash-3.2\lib\malloc\malloc.c,67,1296,13,2,10,7,10,
malloc_debug_dummy,bash-3.2\lib\malloc\malloc.c,5,1,1,0,0,0,1,
pagealign,bash-3.2\lib\malloc\malloc.c,44,64,10,4,6,3,9,
sh_malloc,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,3,2,
sh_realloc,bash-3.2\lib\malloc\malloc.c,9,1,1,0,0,4,2,
sh_free,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,3,1,
sh_memalign,bash-3.2\lib\malloc\malloc.c,9,1,1,0,0,4,2,
sh_calloc,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,4,2,
sh_cfree,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,3,1,
sh_valloc,bash-3.2\lib\malloc\malloc.c,8,1,1,0,0,3,2,
memalign,bash-3.2\lib\malloc\malloc.c,7,1,1,0,0,2,2,
valloc,bash-3.2\lib\malloc\malloc.c,6,1,1,0,0,1,2,
calloc,bash-3.2\lib\malloc\malloc.c,6,1,1,0,0,2,2,
cfree,bash-3.2\lib\malloc\malloc.c,6,1,1,0,0,1,1,
all_digits,bash-3.2\general.c,10,3,3,2,3,11,1,
quoted_strchr,bash-3.2\subst.c,21,5,5,3,9,4,1,
expand_string_if_necessary,bash-3.2\subst.c,38,16,8,2,5,6,7,
expand_string_to_string_internal,bash-3.2\subst.c,20,3,3,1,2,7,3,
call_expand_word_internal,bash-3.2\subst.c,16,2,3,1,2,13,6,
expand_string_internal,bash-3.2\subst.c,15,3,4,2,1,5,8,
expand_string_leave_quoted,bash-3.2\subst.c,18,3,3,1,2,3,4,
expand_string_for_rhs,bash-3.2\subst.c,14,2,2,1,1,6,4,
list_quote_escapes,bash-3.2\subst.c,14,2,2,1,0,5,5,
dequote_escapes,bash-3.2\subst.c,29,6,6,3,5,4,5,
make_quoted_char,bash-3.2\subst.c,19,2,2,1,1,3,2,
quote_list,bash-3.2\subst.c,15,2,2,1,0,9,6,
remove_quoted_escapes,bash-3.2\subst.c,13,2,2,1,0,3,4,
remove_quoted_nulls,bash-3.2\subst.c,33,10,8,3,6,7,4,
unquoted_substring,bash-3.2\subst.c,35,8,9,3,10,2,5,
unquoted_member,bash-3.2\subst.c,34,7,7,3,9,2,4,
do_assignment_internal,bash-3.2\subst.c,53,401,18,3,2,8,11,
string_extract_verbatim,bash-3.2\subst.c,33,6,6,2,4,6,4,
string_extract,bash-3.2\subst.c,40,10,9,3,9,9,5,
string_extract_double_quoted,bash-3.2\subst.c,97,9506,17,3,15,7,7,
string_extract_single_quoted,bash-3.2\subst.c,19,4,4,1,0,5,4,
skip_single_quoted,bash-3.2\subst.c,15,4,3,1,0,8,1,
skip_double_quoted,bash-3.2\subst.c,61,20,11,3,7,8,3,
extract_delimited_string,bash-3.2\subst.c,113,11525,30,3,27,12,12,
extract_dollar_brace_string,bash-3.2\subst.c,83,579,14,3,17,7,11,
pos_params,bash-3.2\subst.c,39,36,11,2,6,6,7,
remove_upattern,bash-3.2\subst.c,63,13,16,3,34,4,5,
remove_pattern,bash-3.2\subst.c,11,3,3,1,2,5,5,
match_pattern_char,bash-3.2\subst.c,25,7,11,1,16,3,1,
match_upattern,bash-3.2\subst.c,83,252,25,5,29,4,8,
match_pattern,bash-3.2\subst.c,10,2,2,1,1,6,2,
getpatspec,bash-3.2\subst.c,10,2,4,1,1,3,1,
getpattern,bash-3.2\subst.c,21,2,4,1,0,4,6,
list_remove_pattern,bash-3.2\subst.c,24,4,7,1,1,9,13,
parameter_list_remove_pattern,bash-3.2\subst.c,15,2,2,1,1,5,4,
parameter_brace_remove_pattern,bash-3.2\subst.c,48,38,14,4,3,6,9,
read_comsub,bash-3.2\subst.c,56,1022,18,4,13,3,5,
valid_brace_expansion_word,bash-3.2\subst.c,14,4,4,1,3,3,3,
chk_atstar,bash-3.2\subst.c,31,11,9,2,3,5,3,
chk_arithsub,bash-3.2\subst.c,38,17,9,3,12,3,3,
parameter_brace_expand_word,bash-3.2\subst.c,55,18,12,3,5,7,13,
parameter_brace_expand_indir,bash-3.2\subst.c,26,4,4,1,1,8,8,
parameter_brace_expand_rhs,bash-3.2\subst.c,51,64,11,2,4,8,18,
parameter_brace_expand_error,bash-3.2\subst.c,19,6,7,3,1,3,5,
valid_length_expression,bash-3.2\subst.c,9,1,1,0,0,3,3,
parameter_brace_expand_length,bash-3.2\subst.c,61,22,28,4,15,6,13,
skiparith,bash-3.2\subst.c,47,65,8,2,8,3,2,
verify_substring_values,bash-3.2\subst.c,62,80,16,2,10,6,12,
get_var_and_type,bash-3.2\subst.c,26,6,4,2,2,6,5,
parameter_brace_substring,bash-3.2\subst.c,53,19,19,4,8,7,9,
pos_params_pat_subst,bash-3.2\subst.c,26,5,6,1,2,7,14,
parameter_brace_patsub,bash-3.2\subst.c,83,6914,25,4,8,5,14,
parameter_brace_expand,bash-3.2\subst.c,295,7732320,88,5,103,15,36,
param_expand,bash-3.2\subst.c,242,236,62,4,212,25,36,
expand_word_internal,bash-3.2\subst.c,401,57457416,103,6,348,22,36,
word_list_split,bash-3.2\subst.c,19,4,4,3,1,7,3,
exp_jump_to_top_level,bash-3.2\subst.c,8,1,1,0,0,6,3,
separate_out_assignments,bash-3.2\subst.c,53,49,10,4,4,7,4,
glob_expand_word_list,bash-3.2\subst.c,72,136,16,4,4,9,19,
shell_expand_word_list,bash-3.2\subst.c,46,28,9,3,2,8,11,
expand_word_list_internal,bash-3.2\subst.c,72,42,16,6,7,11,14,
sub_append_string,bash-3.2\subst.c,22,3,6,2,0,5,6,
extract_command_subst,bash-3.2\subst.c,7,1,1,0,0,3,2,
extract_arithmetic_subst,bash-3.2\subst.c,7,1,1,0,0,3,2,
report_error,bash-3.2\error.c,14,2,2,1,0,15,6,
de_backslash,bash-3.2\subst.c,24,5,5,3,1,2,3,
make_word_list,bash-3.2\make_cmd.c,11,2,3,2,1,21,4,
make_word,bash-3.2\make_cmd.c,8,1,1,0,0,6,3,
assignment,bash-3.2\general.c,22,6,6,2,10,5,3,
string_list_internal,bash-3.2\subst.c,40,14,11,3,3,9,5,
string_list_dollar_star,bash-3.2\subst.c,11,1,1,0,0,9,2,
string_list_dollar_at,bash-3.2\subst.c,17,1,4,0,0,7,4,
list_string,bash-3.2\subst.c,70,366,23,3,7,7,13,
alloc_word_desc,bash-3.2\make_cmd.c,9,2,3,2,1,12,4,
get_word_from_string,bash-3.2\subst.c,49,77,12,3,3,4,5,
strip_trailing_ifs_whitespace,bash-3.2\subst.c,13,2,5,1,0,3,2,
expand_string_assignment,bash-3.2\subst.c,26,7,6,2,1,4,12,
do_assignment,bash-3.2\subst.c,9,1,1,0,0,1,4,
do_word_assignment,bash-3.2\subst.c,6,1,1,0,0,2,2,
do_assignment_no_expand,bash-3.2\subst.c,9,1,1,0,0,1,4,
list_rest_of_args,bash-3.2\subst.c,11,4,4,1,0,11,4,
make_bare_word,bash-3.2\make_cmd.c,15,2,2,1,1,10,6,
number_of_args,bash-3.2\subst.c,11,4,3,1,0,6,1,
get_dollar_var_value,bash-3.2\subst.c,17,3,5,2,1,8,4,
string_rest_of_args,bash-3.2\subst.c,11,1,2,0,0,1,5,
string_quote_removal,bash-3.2\subst.c,50,9,8,3,5,5,6,
expand_string,bash-3.2\subst.c,11,2,3,1,1,5,3,
expand_string_unsplit_to_string,bash-3.2\subst.c,7,1,1,0,0,3,2,
expand_string_unsplit,bash-3.2\subst.c,22,4,4,2,1,4,7,
expand_assignment_string_to_string,bash-3.2\subst.c,7,1,1,0,0,3,2,
expand_arith_string,bash-3.2\subst.c,6,1,1,0,0,4,2,
dequote_list,bash-3.2\subst.c,14,2,2,1,0,12,5,
expand_prompt_string,bash-3.2\subst.c,31,8,7,2,2,7,14,
quote_escapes,bash-3.2\subst.c,21,3,3,2,0,7,3,
quote_string,bash-3.2\subst.c,28,3,3,2,1,6,3,
dequote_string,bash-3.2\subst.c,32,6,6,3,5,7,5,
word_list_remove_quoted_nulls,bash-3.2\subst.c,11,2,2,1,0,5,3,
expand_word,bash-3.2\subst.c,11,1,2,0,0,2,5,
move_to_high_fd,bash-3.2\general.c,26,45,8,2,4,5,6,
save_pipeline,bash-3.2\jobs.c,9,2,2,1,0,3,3,
restore_pipeline,bash-3.2\jobs.c,11,2,2,1,0,4,3,
set_job_control,bash-3.2\jobs.c,11,2,2,1,0,3,3,
parse_and_execute,bash-3.2\builtins\evalstring.c,133,10368,24,4,16,35,25,
internal_warning,bash-3.2\error.c,12,1,1,0,0,6,5,
command_substitute,bash-3.2\subst.c,98,2609,20,3,11,18,31,
reset_signal_handlers,bash-3.2\trap.c,5,1,1,0,0,1,1,
legal_identifier,bash-3.2\general.c,15,4,4,2,4,4,3,
dispose_word_desc,bash-3.2\dispose_cmd.c,7,10,16,7,5,7,7,
pat_subst,bash-3.2\subst.c,60,391,29,4,8,6,7,
dispose_word,bash-3.2\dispose_cmd.c,7,20,18,7,5,12,6,
all_variables_matching_prefix,bash-3.2\variables.c,23,8,9,2,1,3,8,
bash_tilde_find_word,bash-3.2\general.c,28,8,6,3,5,4,6,
bash_tilde_expand,bash-3.2\general.c,18,2,6,1,0,11,9,
setifs,bash-3.2\subst.c,16,2,4,1,0,8,5,
getifs,bash-3.2\subst.c,5,1,1,0,0,1,1,
word_split,bash-3.2\subst.c,16,2,3,1,1,5,2,
expand_words_shellexp,bash-3.2\subst.c,6,1,1,0,0,1,2,
unquoted_glob_pattern_p,bash-3.2\pathexp.c,39,10,14,3,34,2,2,
shell_glob_filename,bash-3.2\pathexp.c,23,7,6,4,1,4,8,
assign_in_env,bash-3.2\variables.c,53,292,14,3,3,8,21,
weeknumber,bash-3.2\lib\sh\strftime.c,16,6,4,2,1,6,1,
iso8601wknum,bash-3.2\lib\sh\strftime.c,42,30,13,2,3,7,8,
min,bash-3.2\lib\sh\strftime.c,5,1,2,0,0,3,1,
max,bash-3.2\lib\sh\strftime.c,5,1,2,0,0,3,1,
isleap,bash-3.2\lib\sh\strftime.c,5,1,1,0,0,2,1,
run_sigchld_trap,bash-3.2\jobs.c,28,2,2,1,0,10,13,
sigchld_handler,bash-3.2\jobs.c,14,2,2,1,0,2,4,
sigcont_sighandler,bash-3.2\jobs.c,9,1,1,0,0,1,5,
sigstop_sighandler,bash-3.2\jobs.c,12,1,1,0,0,5,6,
waitchld,bash-3.2\jobs.c,77,110608,25,3,13,15,17,
find_pipeline,bash-3.2\jobs.c,26,10,7,3,3,16,3,
find_process,bash-3.2\jobs.c,12,2,2,1,0,6,2,
current_working_directory,bash-3.2\jobs.c,16,6,5,2,0,5,3,
job_working_directory,bash-3.2\jobs.c,12,3,3,1,2,1,6,
initialize_job_signals,bash-3.2\jobs.c,17,3,3,1,1,3,4,
printable_job_status,bash-3.2\jobs.c,43,9,9,3,8,15,5,
find_last_proc,bash-3.2\jobs.c,16,8,4,1,0,7,3,
find_last_pid,bash-3.2\jobs.c,9,1,1,0,0,8,2,
set_new_line_discipline,bash-3.2\jobs.c,15,4,4,2,3,2,2,
map_over_jobs,bash-3.2\jobs.c,23,5,5,3,4,9,3,
job_last_stopped,bash-3.2\jobs.c,6,1,1,0,0,3,2,
job_last_running,bash-3.2\jobs.c,6,1,1,0,0,3,2,
most_recent_job_in_state,bash-3.2\jobs.c,19,3,3,2,2,6,3,
find_job,bash-3.2\jobs.c,28,5,6,5,5,19,2,
print_job,bash-3.2\jobs.c,9,2,2,1,0,5,2,
mark_dead_jobs_as_notified,bash-3.2\nojobs.c,32,160,11,3,6,9,4,
process_exit_signal,bash-3.2\jobs.c,6,1,2,0,0,7,1,
job_exit_status,bash-3.2\jobs.c,6,1,1,0,0,2,3,
job_exit_signal,bash-3.2\jobs.c,6,1,1,0,0,2,3,
set_job_status_and_cleanup,bash-3.2\jobs.c,88,172,16,4,5,23,17,
raw_job_exit_status,bash-3.2\jobs.c,22,4,5,3,1,9,1,
notify_of_job_status,bash-3.2\jobs.c,89,369,23,6,15,20,17,
reset_job_indices,bash-3.2\jobs.c,33,121,11,3,4,6,4,
cleanup_dead_jobs,bash-3.2\jobs.c,15,7,6,2,1,16,3,
processes_in_job,bash-3.2\jobs.c,15,1,2,1,0,4,1,
realloc_jobs_list,bash-3.2\jobs.c,42,384,13,3,0,8,13,
compact_jobs_list,bash-3.2\jobs.c,10,2,2,1,1,5,3,
discard_pipeline,bash-3.2\jobs.c,19,2,4,3,0,6,2,
add_process,bash-3.2\jobs.c,23,3,3,2,1,5,8,
print_pipeline,bash-3.2\jobs.c,76,20163,26,5,5,21,7,
pretty_print_job,bash-3.2\jobs.c,27,10,8,2,3,13,4,
set_current_job,bash-3.2\jobs.c,34,12,7,2,4,10,5,
reset_current,bash-3.2\jobs.c,21,18,6,2,2,11,6,
set_job_running,bash-3.2\jobs.c,15,2,3,2,0,9,3,
setjstatus,bash-3.2\jobs.c,5,1,1,0,0,2,0,
mark_all_jobs_as_dead,bash-3.2\jobs.c,16,4,4,2,1,4,6,
tilde_find_prefix,bash-3.2\lib\tilde\tilde.c,28,6,6,4,7,4,4,
process_exit_status,bash-3.2\nojobs.c,9,2,2,1,1,9,1,
bgp_alloc,bash-3.2\jobs.c,12,1,1,0,0,3,5,
bgp_add,bash-3.2\jobs.c,22,4,3,1,1,8,8,
bgp_delete,bash-3.2\jobs.c,25,30,8,2,5,9,7,
bgp_clear,bash-3.2\jobs.c,13,2,2,1,0,5,5,
bgp_search,bash-3.2\jobs.c,10,3,3,2,3,7,1,
bgp_prune,bash-3.2\jobs.c,12,2,2,1,0,7,4,
tcgetpgrp,bash-3.2\jobs.c,9,2,2,1,1,2,2,
get_working_directory,bash-3.2\builtins\common.c,22,9,7,3,2,10,10,
making_children,bash-3.2\jobs.c,8,2,2,1,1,2,2,
start_pipeline,bash-3.2\jobs.c,9,2,2,1,0,3,2,
sh_unset_nodelay_mode,bash-3.2\general.c,16,3,3,1,2,1,2,
stop_making_children,bash-3.2\jobs.c,5,1,1,0,0,3,1,
delete_job,bash-3.2\jobs.c,48,651,14,2,4,25,19,
delete_old_job,bash-3.2\jobs.c,19,4,4,3,1,4,4,
nohup_job,bash-3.2\jobs.c,10,3,3,1,1,5,1,
killpg,bash-3.2\lib\sh\oslib.c,7,1,1,0,0,7,2,
terminate_stopped_jobs,bash-3.2\jobs.c,13,3,3,2,0,6,1,
hangup_all_jobs,bash-3.2\jobs.c,16,6,5,3,2,6,1,
file_error,bash-3.2\error.c,6,1,1,0,0,2,2,
default_tty_job_signals,bash-3.2\jobs.c,7,1,1,0,0,0,1,
signal_name,bash-3.2\trap.c,10,1,2,0,0,4,1,
polite_directory_format,bash-3.2\general.c,18,2,3,1,1,5,6,
list_one_job,bash-3.2\jobs.c,7,1,1,0,0,2,1,
list_stopped_jobs,bash-3.2\jobs.c,7,1,1,0,0,1,2,
list_running_jobs,bash-3.2\jobs.c,7,1,1,0,0,1,2,
list_all_jobs,bash-3.2\jobs.c,7,1,1,0,0,1,2,
main,bash-3.2\CWRU\misc\errlist.c,17,4,4,2,1,3,5,
give_terminal_to,bash-3.2\jobs.c,27,3,3,2,1,5,6,
count_all_jobs,bash-3.2\nojobs.c,5,1,1,0,0,0,1,
get_job_by_pid,bash-3.2\nojobs.c,9,1,2,0,0,1,2,
reap_dead_jobs,bash-3.2\jobs.c,6,1,1,0,0,0,2,
wait_for_background_pids,bash-3.2\nojobs.c,18,16,6,2,0,3,7,
wait_for,bash-3.2\jobs.c,105,163815,32,4,10,30,37,
usage,bash-3.2\support\bashversion.c,5,1,1,0,0,2,1,
notify_and_cleanup,bash-3.2\jobs.c,9,3,3,1,1,5,2,
wait_for_job,bash-3.2\jobs.c,19,4,3,1,0,3,8,
programming_error,bash-3.2\CWRU\misc\errlist.c,5,1,1,0,0,0,1,
j_strsignal,bash-3.2\nojobs.c,14,2,2,1,0,3,2,
get_name_for_error,bash-3.2\error.c,15,8,4,1,0,9,2,
ignore_tty_job_signals,bash-3.2\jobs.c,7,1,1,0,0,0,1,
initialize_job_control,bash-3.2\jobs.c,78,2720,16,4,3,9,27,
get_tty_state,bash-3.2\jobs.c,15,3,4,2,0,8,4,
nohup_all_jobs,bash-3.2\jobs.c,15,4,4,3,0,5,3,
glue_prefix_and_suffix,bash-3.2\lib\tilde\tilde.c,16,2,3,1,0,4,4,
tilde_expand_word,bash-3.2\lib\readline\tilde.c,49,19,11,3,5,3,9,
end_job_control,bash-3.2\jobs.c,12,6,4,2,0,2,3,
restart_job_control,bash-3.2\jobs.c,7,2,2,1,0,1,2,
block_sigint,bash-3.2\lib\readline\rltty.c,7,2,2,1,1,3,1,
release_sigint,bash-3.2\lib\readline\rltty.c,7,2,2,1,1,3,1,
set_winsize,bash-3.2\lib\readline\rltty.c,5,1,1,0,0,1,0,
save_tty_chars,bash-3.2\lib\readline\rltty.c,31,8,4,1,0,21,18,
get_tty_settings,bash-3.2\lib\readline\rltty.c,13,2,2,1,1,5,7,
set_tty_settings,bash-3.2\lib\readline\rltty.c,13,2,2,1,0,6,4,
prepare_terminal_settings,bash-3.2\lib\readline\rltty.c,17,2,2,1,0,6,6,
set_special_char,bash-3.2\lib\readline\rltty.c,10,2,2,1,0,5,1,
_rl_bind_tty_special_chars,bash-3.2\lib\readline\rltty.c,11,2,2,1,0,8,1,
rltty_set_default_bindings,bash-3.2\lib\readline\rltty.c,10,2,2,1,0,3,3,
_rl_disable_tty_signals,bash-3.2\lib\readline\rltty.c,5,1,1,0,0,1,1,
_rl_restore_tty_signals,bash-3.2\lib\readline\rltty.c,5,1,1,0,0,1,1,
init_germanic_plural,bash-3.2\lib\intl\plural-exp.c,16,2,2,1,0,5,8,
extract_plural_expression,bash-3.2\lib\intl\plural-exp.c,45,34,8,3,13,4,8,
logname_builtin,bash-3.2\examples\loadables\logname.c,15,3,3,1,2,2,6,
get_sys_tmpdir,bash-3.2\lib\sh\tmpfile.c,17,5,5,1,4,2,3,
get_tmpdir,bash-3.2\lib\sh\tmpfile.c,11,2,3,1,0,3,4,
file_iswdir,bash-3.2\general.c,6,1,1,0,0,2,3,
get_random_number,bash-3.2\variables.c,14,2,3,1,0,7,6,
sh_mktmpfp,bash-3.2\lib\sh\tmpfile.c,16,3,4,1,1,3,4,
xmalloc,bash-3.2\lib\malloc\xmalloc.c,10,2,2,1,0,2,3,
xrealloc,bash-3.2\lib\malloc\xmalloc.c,11,2,3,1,0,2,4,
is_special_builtin,bash-3.2\builtins\mkbuiltins.c,6,1,1,0,0,3,2,
is_assignment_builtin,bash-3.2\builtins\mkbuiltins.c,6,1,1,0,0,3,2,
rename,bash-3.2\builtins\mkbuiltins.c,10,2,2,1,1,3,3,
extract_info,bash-3.2\builtins\mkbuiltins.c,99,1168,19,5,6,14,24,
line_error,bash-3.2\builtins\mkbuiltins.c,12,2,3,1,0,15,2,
write_file_headers,bash-3.2\builtins\mkbuiltins.c,19,6,6,2,0,5,1,
write_file_footers,bash-3.2\builtins\mkbuiltins.c,11,3,3,2,0,3,1,
write_ifdefs,bash-3.2\builtins\mkbuiltins.c,21,6,5,2,2,4,1,
write_endifs,bash-3.2\builtins\mkbuiltins.c,17,4,4,2,1,4,1,
write_documentation,bash-3.2\builtins\mkbuiltins.c,112,34591,31,4,13,8,1,
write_longdocs,bash-3.2\builtins\mkbuiltins.c,31,9,6,2,1,11,8,
write_builtins,bash-3.2\builtins\mkbuiltins.c,62,364,19,5,1,17,5,
write_helpfiles,bash-3.2\builtins\mkbuiltins.c,35,4,5,2,2,8,11,
free_defs,bash-3.2\builtins\mkbuiltins.c,21,12,5,2,0,6,3,
add_documentation,bash-3.2\builtins\mkbuiltins.c,14,3,3,1,1,4,5,
must_be_building,bash-3.2\builtins\mkbuiltins.c,8,2,2,1,0,5,1,
remove_trailing_whitespace,bash-3.2\builtins\mkbuiltins.c,10,2,2,1,0,3,2,
memory_error_and_abort,bash-3.2\lib\malloc\xmalloc.c,7,1,1,0,0,3,2,
array_create,bash-3.2\builtins\mkbuiltins.c,13,1,1,0,0,7,7,
copy_string_array,bash-3.2\builtins\mkbuiltins.c,18,3,3,1,1,6,9,
array_add,bash-3.2\builtins\mkbuiltins.c,11,2,2,1,0,12,4,
array_free,bash-3.2\builtins\mkbuiltins.c,8,2,2,1,0,4,1,
builtin_handler,bash-3.2\builtins\mkbuiltins.c,33,9,5,1,1,5,19,
function_handler,bash-3.2\builtins\mkbuiltins.c,20,4,3,1,1,5,6,
short_doc_handler,bash-3.2\builtins\mkbuiltins.c,15,2,2,1,1,5,5,
comment_handler,bash-3.2\builtins\mkbuiltins.c,8,1,1,0,0,0,1,
depends_on_handler,bash-3.2\builtins\mkbuiltins.c,15,2,2,1,0,4,6,
produces_handler,bash-3.2\builtins\mkbuiltins.c,24,5,5,2,4,8,10,
end_handler,bash-3.2\builtins\mkbuiltins.c,10,1,1,0,0,2,3,
docname_handler,bash-3.2\builtins\mkbuiltins.c,15,2,2,1,1,5,5,
find_directive,bash-3.2\builtins\mkbuiltins.c,10,3,3,2,3,4,2,
free_builtin,bash-3.2\builtins\mkbuiltins.c,18,96,8,2,0,9,2,
strip_whitespace,bash-3.2\builtins\mkbuiltins.c,9,2,2,1,0,2,2,
get_arg,bash-3.2\builtins\mkbuiltins.c,11,2,2,1,0,9,6,
current_builtin,bash-3.2\builtins\mkbuiltins.c,11,2,2,1,1,10,2,
copy_builtin,bash-3.2\builtins\mkbuiltins.c,16,1,3,0,0,8,11,
save_builtin,bash-3.2\builtins\mkbuiltins.c,10,2,2,1,0,3,4,
_find_in_table,bash-3.2\builtins\mkbuiltins.c,10,3,3,2,3,4,2,
print_escaped,bash-3.2\lib\intl\log.c,22,5,5,3,5,3,2,
malloc_set_trace,bash-3.2\lib\malloc\trace.c,10,1,1,0,0,2,3,
malloc_set_tracefp,bash-3.2\lib\malloc\trace.c,5,1,1,0,0,0,0,
malloc_trace_bin,bash-3.2\lib\malloc\trace.c,5,1,1,0,0,0,0,
malloc_set_tracefn,bash-3.2\lib\malloc\trace.c,6,1,1,0,0,0,0,
rmdir_builtin,bash-3.2\examples\loadables\rmdir.c,15,4,4,2,1,5,5,
fsleep,bash-3.2\examples\loadables\sleep.c,8,2,2,1,0,3,2,
convert,bash-3.2\examples\loadables\sleep.c,30,140,21,4,10,5,3,
sleep_builtin,bash-3.2\examples\loadables\sleep.c,20,4,4,1,3,4,5,
_nl_getenv,bash-3.2\lib\intl\os2compat.c,9,2,2,1,1,1,2,
__attribute__,bash-3.2\lib\intl\os2compat.c,47,54,8,2,3,4,9,
sigstat,bash-3.2\CWRU\misc\sigstat.c,25,7,5,1,3,5,6,
init_signames,bash-3.2\CWRU\misc\sigstat.c,10,3,3,2,0,2,5,
bzero,bash-3.2\lib\sh\oslib.c,10,2,2,1,0,3,0,
strftime_builtin,bash-3.2\examples\loadables\strftime.c,51,10,8,2,8,4,12,
sh_invalidnum,bash-3.2\builtins\common.c,6,1,1,0,0,2,1,
whoami_builtin,bash-3.2\examples\loadables\whoami.c,25,4,4,2,2,4,6,
error_prolog,bash-3.2\error.c,13,2,4,1,1,7,3,
base_pathname,bash-3.2\general.c,10,2,3,1,1,4,2,
fcopy,bash-3.2\lib\readline\examples\rlcat.c,19,5,5,3,9,3,8,
parser_error,bash-3.2\error.c,25,8,8,1,3,10,8,
command_errstr,bash-3.2\error.c,8,2,2,1,0,2,1,
err_readonly,bash-3.2\error.c,6,1,1,0,0,3,1,
no_args,bash-3.2\builtins\common.c,10,2,2,1,0,3,2,
sh_needarg,bash-3.2\builtins\common.c,6,1,1,0,0,2,1,
sh_neednumarg,bash-3.2\builtins\common.c,6,1,1,0,0,4,1,
sh_notfound,bash-3.2\builtins\common.c,6,1,1,0,0,1,1,
sh_invalidopt,bash-3.2\builtins\common.c,6,1,1,0,0,2,1,
sh_invalidoptname,bash-3.2\builtins\common.c,6,1,1,0,0,1,1,
sh_invalidid,bash-3.2\builtins\common.c,6,1,1,0,0,1,1,
sh_invalidsig,bash-3.2\builtins\common.c,6,1,1,0,0,2,1,
sh_badpid,bash-3.2\builtins\common.c,6,1,1,0,0,1,1,
sh_readonly,bash-3.2\builtins\common.c,6,1,1,0,0,2,1,
sh_erange,bash-3.2\builtins\common.c,9,2,4,1,1,2,1,
sh_notbuiltin,bash-3.2\builtins\common.c,6,1,1,0,0,1,1,
sh_wrerror,bash-3.2\builtins\common.c,5,1,1,0,0,1,2,
set_dollar_vars_changed,bash-3.2\builtins\common.c,10,3,3,1,2,3,1,
dollar_vars_changed,bash-3.2\builtins\common.c,5,1,1,0,0,1,1,
set_dollar_vars_unchanged,bash-3.2\builtins\common.c,5,1,1,0,0,1,1,
get_numeric_arg,bash-3.2\builtins\common.c,24,8,5,3,1,5,6,
get_exitstat,bash-3.2\builtins\common.c,21,6,5,1,2,5,4,
set_working_directory,bash-3.2\builtins\common.c,7,2,3,2,0,3,5,
display_signal_list,bash-3.2\builtins\common.c,80,31,21,4,11,7,7,
decode_signal,bash-3.2\trap.c,32,24,12,3,20,3,5,
shell_builtin_compare,bash-3.2\builtins\common.c,9,2,2,1,0,3,2,
initialize_shell_builtins,bash-3.2\builtins\common.c,6,1,1,0,0,3,1,
print_builtin,bash-3.2\examples\loadables\print.c,88,122,20,4,50,8,20,
printargs,bash-3.2\examples\loadables\print.c,20,4,4,2,3,6,5,
maybe_execute_file,bash-3.2\builtins\evalfile.c,15,2,2,1,0,4,4,
source_file,bash-3.2\builtins\evalfile.c,15,4,3,1,0,4,3,
printst,bash-3.2\examples\loadables\finfo.c,30,1,3,0,0,14,9,
printsome,bash-3.2\examples\loadables\finfo.c,61,21,23,2,19,16,8,
printfinfo,bash-3.2\examples\loadables\finfo.c,8,1,2,0,0,2,3,
finfo_main,bash-3.2\examples\loadables\finfo.c,48,62,25,2,213,5,10,
octal,bash-3.2\examples\loadables\finfo.c,10,2,2,1,0,2,1,
